Date,Precipitation
1907-09-14,0.6
1907-09-15,0
1907-09-16,0.3
1907-09-17,1.4
1907-09-18,0
1907-09-19,0
1907-09-20,0
1907-09-21,0
1907-09-22,0
1907-09-23,0.7
1907-09-24,2.7
1907-09-25,0
1907-09-26,0
1907-09-27,0
1907-09-28,0.3
1907-09-29,0.1
1907-09-30,0
1907-10-01,0.2
1907-10-02,6.3
1907-10-03,2.5
1907-10-04,4.2
1907-10-05,0.2
1907-10-06,0
1907-10-07,0.1
1907-10-08,1
1907-10-09,0.1
1907-10-10,0
1907-10-11,0.3
1907-10-12,1.8
1907-10-13,0
1907-10-14,2
1907-10-15,0.5
1907-10-16,0.1
1907-10-17,0
1907-10-18,0
1907-10-19,0
1907-10-20,0.2
1907-10-21,0.2
1907-10-22,2.8
1907-10-23,0.3
1907-10-24,0.3
1907-10-25,1.7
1907-10-26,0.1
1907-10-27,1.4
1907-10-28,2.9
1907-10-29,0.4
1907-10-30,0.2
1907-10-31,0.3
1907-11-01,0
1907-11-02,0.1
1907-11-03,0.5
1907-11-04,0.1
1907-11-05,0.6
1907-11-06,0
1907-11-07,0.1
1907-11-08,0
1907-11-09,0
1907-11-10,0.8
1907-11-11,0.4
1907-11-12,0.7
1907-11-13,6.3
1907-11-14,1
1907-11-15,1.6
1907-11-16,0.6
1907-11-17,0.1
1907-11-18,0.6
1907-11-19,0
1907-11-20,0
1907-11-21,0
1907-11-22,0.3
1907-11-23,0.8
1907-11-24,2.4
1907-11-25,1.3
1907-11-26,0.5
1907-11-27,5.6
1907-11-28,1
1907-11-29,0
1907-11-30,0
1907-12-01,0
1907-12-02,0
1907-12-03,1
1907-12-04,0.6
1907-12-05,3.7
1907-12-06,0.8
1907-12-07,0.1
1907-12-08,0.4
1907-12-09,1.2
1907-12-10,0.6
1907-12-11,0.1
1907-12-12,0
1907-12-13,0
1907-12-14,0
1907-12-15,0
1907-12-16,0.2
1907-12-17,2
1907-12-18,8.9
1907-12-19,0.1
1907-12-20,0
1907-12-21,1.9
1907-12-22,1.9
1907-12-23,3.3
1907-12-24,2.1
1907-12-25,0
1907-12-26,0.1
1907-12-27,0
1907-12-28,0.3
1907-12-29,0
1907-12-30,1.9
1907-12-31,0.8
1908-01-01,0.9
1908-01-02,0.6
1908-01-03,1.4
1908-01-04,0
1908-01-05,0
1908-01-06,0
1908-01-07,0
1908-01-08,0
1908-01-09,0
1908-01-10,0
1908-01-11,0
1908-01-12,1
1908-01-13,0
1908-01-14,0
1908-01-15,0.4
1908-01-16,0.6
1908-01-17,0.2
1908-01-18,0
1908-01-19,0
1908-01-20,0
1908-01-21,0
1908-01-22,0
1908-01-23,0
1908-01-24,0
1908-01-25,0.9
1908-01-26,1.6
1908-01-27,2.9
1908-01-28,7.6
1908-01-29,0.9
1908-01-30,3.3
1908-01-31,1.1
1908-02-01,2.5
1908-02-02,0.8
1908-02-03,1.5
1908-02-04,1.3
1908-02-05,0
1908-02-06,0
1908-02-07,1.4
1908-02-08,2.3
1908-02-09,3.6
1908-02-10,0.2
1908-02-11,0
1908-02-12,0
1908-02-13,0
1908-02-14,1.7
1908-02-15,6.6
1908-02-16,0.4
1908-02-17,0
1908-02-18,3.6
1908-02-19,3.7
1908-02-20,0.3
1908-02-21,0.3
1908-02-22,2.1
1908-02-23,3
1908-02-24,2.5
1908-02-25,2.6
1908-02-26,0.7
1908-02-27,1.5
1908-02-28,9.4
1908-02-29,1.7
1908-03-01,6.7
1908-03-02,3.2
1908-03-03,0.1
1908-03-04,3.3
1908-03-05,0.2
1908-03-06,1.2
1908-03-07,1.8
1908-03-08,2.6
1908-03-09,1.4
1908-03-10,9.4
1908-03-11,11.9
1908-03-12,0.1
1908-03-13,0
1908-03-14,0
1908-03-15,0
1908-03-16,0
1908-03-17,0
1908-03-18,0
1908-03-19,0
1908-03-20,0
1908-03-21,0
1908-03-22,0
1908-03-23,0
1908-03-24,0
1908-03-25,0
1908-03-26,0
1908-03-27,0
1908-03-28,0
1908-03-29,0
1908-03-30,0.4
1908-03-31,4.4
1908-04-01,0
1908-04-02,0
1908-04-03,0.2
1908-04-04,0.8
1908-04-05,0
1908-04-06,0.1
1908-04-07,0
1908-04-08,0
1908-04-09,0
1908-04-10,0
1908-04-11,0.1
1908-04-12,0
1908-04-13,0
1908-04-14,0
1908-04-15,0
1908-04-16,0
1908-04-17,1.6
1908-04-18,0
1908-04-19,6.5
1908-04-20,0
1908-04-21,4.9
1908-04-22,3.2
1908-04-23,0.9
1908-04-24,0.1
1908-04-25,0
1908-04-26,0.9
1908-04-27,0
1908-04-28,0.2
1908-04-29,3.3
1908-04-30,0
1908-05-01,0
1908-05-02,0.6
1908-05-03,0
1908-05-04,0
1908-05-05,0
1908-05-06,0
1908-05-07,0.4
1908-05-08,2
1908-05-09,0.2
1908-05-10,0
1908-05-11,0
1908-05-12,0
1908-05-13,3
1908-05-14,1.3
1908-05-15,0
1908-05-16,1.8
1908-05-17,0
1908-05-18,5.3
1908-05-19,0.3
1908-05-20,0.3
1908-05-21,0
1908-05-22,1.5
1908-05-23,0.7
1908-05-24,0
1908-05-25,2.1
1908-05-26,0
1908-05-27,0
1908-05-28,0
1908-05-29,0
1908-05-30,0
1908-05-31,5
1908-06-01,10.6
1908-06-02,0
1908-06-03,6.7
1908-06-04,1.4
1908-06-05,3.6
1908-06-06,0
1908-06-07,0.8
1908-06-08,1.3
1908-06-09,0
1908-06-10,0
1908-06-11,0
1908-06-12,2
1908-06-13,5.4
1908-06-14,5.3
1908-06-15,0
1908-06-16,0
1908-06-17,5
1908-06-18,0.1
1908-06-19,10.6
1908-06-20,0.9
1908-06-21,0
1908-06-22,0
1908-06-23,0
1908-06-24,0
1908-06-25,0
1908-06-26,0
1908-06-27,0
1908-06-28,0
1908-06-29,0
1908-06-30,0
1908-07-01,0.2
1908-07-02,0
1908-07-03,1.8
1908-07-04,0.9
1908-07-05,0.3
1908-07-06,1.8
1908-07-07,0
1908-07-08,1.1
1908-07-09,0
1908-07-10,0.1
1908-07-11,0
1908-07-12,0
1908-07-13,0
1908-07-14,15.1
1908-07-15,0
1908-07-16,0.5
1908-07-17,0
1908-07-18,0
1908-07-19,0
1908-07-20,16.4
1908-07-21,2.7
1908-07-22,0
1908-07-23,0
1908-07-24,0
1908-07-25,0
1908-07-26,0
1908-07-27,0
1908-07-28,0
1908-07-29,0
1908-07-30,7.3
1908-07-31,0.1
1908-08-01,0.2
1908-08-02,0
1908-08-03,0
1908-08-04,0
1908-08-05,0
1908-08-06,0
1908-08-07,0.5
1908-08-08,0
1908-08-09,0
1908-08-10,0
1908-08-11,0.7
1908-08-12,9
1908-08-13,25.3
1908-08-14,3.2
1908-08-15,0
1908-08-16,0
1908-08-17,0
1908-08-18,0
1908-08-19,0
1908-08-20,0
1908-08-21,0
1908-08-22,1.2
1908-08-23,23.8
1908-08-24,0.4
1908-08-25,0
1908-08-26,0.9
1908-08-27,4.8
1908-08-28,6.1
1908-08-29,4.5
1908-08-30,5
1908-08-31,0
1908-09-01,13.5
1908-09-02,1.7
1908-09-03,2
1908-09-04,0.2
1908-09-05,0.3
1908-09-06,7.1
1908-09-07,0
1908-09-08,4.9
1908-09-09,2.5
1908-09-10,2.2
1908-09-11,1
1908-09-12,0.1
1908-09-13,0.1
1908-09-14,0.1
1908-09-15,0
1908-09-16,5.7
1908-09-17,0
1908-09-18,0
1908-09-19,0.1
1908-09-20,0.1
1908-09-21,0
1908-09-22,0.1
1908-09-23,0.1
1908-09-24,0.2
1908-09-25,0
1908-09-26,0
1908-09-27,1.4
1908-09-28,0
1908-09-29,0.6
1908-09-30,0
1908-10-01,0.2
1908-10-02,0
1908-10-03,0.2
1908-10-04,3.7
1908-10-05,0
1908-10-06,0
1908-10-07,0
1908-10-08,0.3
1908-10-09,0.1
1908-10-10,0.2
1908-10-11,0
1908-10-12,0
1908-10-13,0.2
1908-10-14,0
1908-10-15,0.6
1908-10-16,0.5
1908-10-17,0
1908-10-18,0
1908-10-19,0
1908-10-20,0
1908-10-21,0
1908-10-22,0
1908-10-23,0.1
1908-10-24,0.1
1908-10-25,0
1908-10-26,0.1
1908-10-27,0.4
1908-10-28,0.1
1908-10-29,0.2
1908-10-30,0.6
1908-10-31,0
1908-11-01,0
1908-11-02,0
1908-11-03,0
1908-11-04,0
1908-11-05,8.9
1908-11-06,0
1908-11-07,0
1908-11-08,0.5
1908-11-09,2.8
1908-11-10,0.1
1908-11-11,0.2
1908-11-12,0
1908-11-13,0.1
1908-11-14,0
1908-11-15,0
1908-11-16,0
1908-11-17,0
1908-11-18,0
1908-11-19,0.2
1908-11-20,0.1
1908-11-21,0
1908-11-22,6.4
1908-11-23,8.6
1908-11-24,0.4
1908-11-25,6.7
1908-11-26,0.3
1908-11-27,0
1908-11-28,0.2
1908-11-29,2.4
1908-11-30,0
1908-12-01,0
1908-12-02,0
1908-12-03,0
1908-12-04,0.4
1908-12-05,0
1908-12-06,0.8
1908-12-07,0.4
1908-12-08,0
1908-12-09,1.1
1908-12-10,4.7
1908-12-11,0.1
1908-12-12,8.9
1908-12-13,0.2
1908-12-14,6.6
1908-12-15,4.4
1908-12-16,0.1
1908-12-17,0.2
1908-12-18,2.1
1908-12-19,3.8
1908-12-20,0.8
1908-12-21,0.3
1908-12-22,0
1908-12-23,0
1908-12-24,0
1908-12-25,0.5
1908-12-26,3.1
1908-12-27,2.3
1908-12-28,0.4
1908-12-29,3.1
1908-12-30,0.3
1908-12-31,0.1
1909-01-01,0
1909-01-02,0
1909-01-03,0
1909-01-04,0
1909-01-05,0
1909-01-06,0
1909-01-07,0.5
1909-01-08,2.2
1909-01-09,0
1909-01-10,1.2
1909-01-11,0.5
1909-01-12,3.8
1909-01-13,0
1909-01-14,0.5
1909-01-15,4.5
1909-01-16,1.3
1909-01-17,0.2
1909-01-18,0
1909-01-19,0
1909-01-20,0
1909-01-21,0.2
1909-01-22,0
1909-01-23,0
1909-01-24,0
1909-01-25,0
1909-01-26,0.3
1909-01-27,1.1
1909-01-28,0.4
1909-01-29,1.7
1909-01-30,4.6
1909-01-31,1.1
1909-02-01,0.6
1909-02-02,0.1
1909-02-03,4
1909-02-04,0.3
1909-02-05,0
1909-02-06,0.1
1909-02-07,0
1909-02-08,0
1909-02-09,0.1
1909-02-10,0.1
1909-02-11,0
1909-02-12,0
1909-02-13,0
1909-02-14,0
1909-02-15,0
1909-02-16,0
1909-02-17,0
1909-02-18,0
1909-02-19,0
1909-02-20,0
1909-02-21,0
1909-02-22,0
1909-02-23,0
1909-02-24,0
1909-02-25,0
1909-02-26,0
1909-02-27,1.1
1909-02-28,0.4
1909-03-01,0
1909-03-02,0
1909-03-03,5.5
1909-03-04,1
1909-03-05,7.6
1909-03-06,6.6
1909-03-07,0.3
1909-03-08,0.1
1909-03-09,0
1909-03-10,0.1
1909-03-11,0.5
1909-03-12,4.2
1909-03-13,3.8
1909-03-14,1.3
1909-03-15,0.4
1909-03-16,7.9
1909-03-17,6.4
1909-03-18,0.7
1909-03-19,0
1909-03-20,0
1909-03-21,0
1909-03-22,0
1909-03-23,0
1909-03-24,0.5
1909-03-25,0.5
1909-03-26,5.8
1909-03-27,1.6
1909-03-28,0.2
1909-03-29,2.1
1909-03-30,2.6
1909-03-31,9.2
1909-04-01,0.2
1909-04-02,0
1909-04-03,0
1909-04-04,0
1909-04-05,0
1909-04-06,0
1909-04-07,0
1909-04-08,0
1909-04-09,0
1909-04-10,0
1909-04-11,0
1909-04-12,0.3
1909-04-13,0.1
1909-04-14,2.6
1909-04-15,0.4
1909-04-16,0
1909-04-17,0
1909-04-18,0
1909-04-19,0.3
1909-04-20,0.2
1909-04-21,0.7
1909-04-22,0
1909-04-23,0
1909-04-24,0.8
1909-04-25,11.3
1909-04-26,0
1909-04-27,5.2
1909-04-28,1.8
1909-04-29,0.2
1909-04-30,0.4
1909-05-01,1.3
1909-05-02,1.4
1909-05-03,0
1909-05-04,0
1909-05-05,0
1909-05-06,0
1909-05-07,5.4
1909-05-08,4.3
1909-05-09,1.8
1909-05-10,4.4
1909-05-11,1.5
1909-05-12,4.6
1909-05-13,12.2
1909-05-14,0
1909-05-15,4.9
1909-05-16,1.1
1909-05-17,2
1909-05-18,8.9
1909-05-19,4.3
1909-05-20,0
1909-05-21,1.9
1909-05-22,3.4
1909-05-23,0
1909-05-24,0.7
1909-05-25,0.2
1909-05-26,0
1909-05-27,0
1909-05-28,0
1909-05-29,0
1909-05-30,1
1909-05-31,3.9
1909-06-01,9.6
1909-06-02,0
1909-06-03,0
1909-06-04,1.4
1909-06-05,0
1909-06-06,0
1909-06-07,2.5
1909-06-08,1.5
1909-06-09,2.2
1909-06-10,0
1909-06-11,0
1909-06-12,9.5
1909-06-13,0
1909-06-14,0
1909-06-15,0
1909-06-16,0
1909-06-17,0
1909-06-18,0
1909-06-19,0
1909-06-20,0
1909-06-21,0
1909-06-22,0
1909-06-23,0
1909-06-24,0.3
1909-06-25,0.6
1909-06-26,0
1909-06-27,0
1909-06-28,0
1909-06-29,0.6
1909-06-30,0
1909-07-01,0
1909-07-02,0
1909-07-03,0.5
1909-07-04,0
1909-07-05,6.9
1909-07-06,0
1909-07-07,0
1909-07-08,2.4
1909-07-09,1
1909-07-10,0
1909-07-11,0
1909-07-12,0.5
1909-07-13,0
1909-07-14,0.5
1909-07-15,14.2
1909-07-16,0.2
1909-07-17,5
1909-07-18,0
1909-07-19,3.9
1909-07-20,0
1909-07-21,0
1909-07-22,0
1909-07-23,0.5
1909-07-24,4
1909-07-25,5.5
1909-07-26,10.7
1909-07-27,4.4
1909-07-28,10.7
1909-07-29,4.7
1909-07-30,2.5
1909-07-31,4.5
1909-08-01,1.7
1909-08-02,0
1909-08-03,0
1909-08-04,0
1909-08-05,0.9
1909-08-06,0
1909-08-07,0
1909-08-08,0
1909-08-09,0
1909-08-10,0
1909-08-11,4.2
1909-08-12,1.3
1909-08-13,0.2
1909-08-14,6.1
1909-08-15,2.8
1909-08-16,0
1909-08-17,0
1909-08-18,0
1909-08-19,3.1
1909-08-20,0
1909-08-21,0
1909-08-22,0
1909-08-23,11
1909-08-24,0.3
1909-08-25,0
1909-08-26,1.2
1909-08-27,0
1909-08-28,0.6
1909-08-29,0.3
1909-08-30,16
1909-08-31,1.5
1909-09-01,0.2
1909-09-02,4.9
1909-09-03,0
1909-09-04,6
1909-09-05,0.1
1909-09-06,2.2
1909-09-07,0.3
1909-09-08,1.1
1909-09-09,0.8
1909-09-10,0.2
1909-09-11,0.1
1909-09-12,0
1909-09-13,0
1909-09-14,0
1909-09-15,0
1909-09-16,0
1909-09-17,2.2
1909-09-18,0.3
1909-09-19,0.3
1909-09-20,0.4
1909-09-21,0.2
1909-09-22,0.4
1909-09-23,0.2
1909-09-24,0.1
1909-09-25,0.4
1909-09-26,0.3
1909-09-27,0
1909-09-28,0
1909-09-29,0.2
1909-09-30,4.9
1909-10-01,0
1909-10-02,0
1909-10-03,0
1909-10-04,2.8
1909-10-05,0.3
1909-10-06,2.6
1909-10-07,0.2
1909-10-08,3.4
1909-10-09,0.8
1909-10-10,0
1909-10-11,0
1909-10-12,0.1
1909-10-13,0
1909-10-14,0.1
1909-10-15,7.3
1909-10-16,0
1909-10-17,16.8
1909-10-18,0.8
1909-10-19,4.5
1909-10-20,0.5
1909-10-21,2.6
1909-10-22,0.8
1909-10-23,1.9
1909-10-24,5.1
1909-10-25,0
1909-10-26,0
1909-10-27,0
1909-10-28,12.7
1909-10-29,2.6
1909-10-30,0.5
1909-10-31,0.6
1909-11-01,0.5
1909-11-02,6.1
1909-11-03,3.1
1909-11-04,0
1909-11-05,0
1909-11-06,0
1909-11-07,0
1909-11-08,0.3
1909-11-09,4.8
1909-11-10,0
1909-11-11,0.3
1909-11-12,1.7
1909-11-13,7.8
1909-11-14,0
1909-11-15,0
1909-11-16,0.4
1909-11-17,0.1
1909-11-18,0.2
1909-11-19,2.1
1909-11-20,0
1909-11-21,4.9
1909-11-22,0.5
1909-11-23,0
1909-11-24,0.1
1909-11-25,0.8
1909-11-26,0.2
1909-11-27,0.2
1909-11-28,0.1
1909-11-29,6.8
1909-11-30,6.6
1909-12-01,5.3
1909-12-02,3
1909-12-03,7.3
1909-12-04,0.3
1909-12-05,3.4
1909-12-06,2.5
1909-12-07,3.8
1909-12-08,0.4
1909-12-09,0
1909-12-10,8
1909-12-11,14.6
1909-12-12,0
1909-12-13,0.1
1909-12-14,0
1909-12-15,0
1909-12-16,0
1909-12-17,0
1909-12-18,7.2
1909-12-19,1.5
1909-12-20,0.2
1909-12-21,0
1909-12-22,0
1909-12-23,8.1
1909-12-24,1.8
1909-12-25,0.4
1909-12-26,0
1909-12-27,4.3
1909-12-28,1.7
1909-12-29,1.1
1909-12-30,0
1909-12-31,0
1910-01-01,0.2
1910-01-02,0.2
1910-01-03,1.1
1910-01-04,0
1910-01-05,0
1910-01-06,0
1910-01-07,0
1910-01-08,0.1
1910-01-09,0.5
1910-01-10,0
1910-01-11,4.3
1910-01-12,0.8
1910-01-13,0
1910-01-14,1.6
1910-01-15,0
1910-01-16,2.5
1910-01-17,0
1910-01-18,2.5
1910-01-19,1.3
1910-01-20,0.4
1910-01-21,0.6
1910-01-22,2.2
1910-01-23,3.7
1910-01-24,0.2
1910-01-25,0.2
1910-01-26,5.1
1910-01-27,0.5
1910-01-28,0
1910-01-29,0.8
1910-01-30,4.7
1910-01-31,1.9
1910-02-01,0
1910-02-02,0
1910-02-03,0.7
1910-02-04,1.6
1910-02-05,1.8
1910-02-06,0.1
1910-02-07,5.2
1910-02-08,2.7
1910-02-09,0.7
1910-02-10,0
1910-02-11,0.5
1910-02-12,0
1910-02-13,0
1910-02-14,0.5
1910-02-15,1.1
1910-02-16,0.6
1910-02-17,5.2
1910-02-18,1.2
1910-02-19,0.2
1910-02-20,0
1910-02-21,3.9
1910-02-22,5.9
1910-02-23,1.3
1910-02-24,0
1910-02-25,0
1910-02-26,3.3
1910-02-27,4.1
1910-02-28,3.7
1910-03-01,0.3
1910-03-02,0
1910-03-03,0
1910-03-04,0
1910-03-05,0
1910-03-06,0
1910-03-07,0
1910-03-08,0
1910-03-09,0.8
1910-03-10,3
1910-03-11,0.3
1910-03-12,0
1910-03-13,2.8
1910-03-14,0.7
1910-03-15,0
1910-03-16,2
1910-03-17,0
1910-03-18,0
1910-03-19,0
1910-03-20,0
1910-03-21,0
1910-03-22,0
1910-03-23,0.2
1910-03-24,0
1910-03-25,0
1910-03-26,0
1910-03-27,0
1910-03-28,0
1910-03-29,0.8
1910-03-30,0
1910-03-31,0
1910-04-01,0
1910-04-02,0
1910-04-03,0
1910-04-04,0
1910-04-05,0
1910-04-06,0
1910-04-07,0
1910-04-08,0
1910-04-09,1.1
1910-04-10,0
1910-04-11,0
1910-04-12,0
1910-04-13,0
1910-04-14,0.5
1910-04-15,0
1910-04-16,1
1910-04-17,0.2
1910-04-18,3.9
1910-04-19,5.3
1910-04-20,6.8
1910-04-21,0
1910-04-22,0
1910-04-23,2.2
1910-04-24,5.8
1910-04-25,0.1
1910-04-26,0.2
1910-04-27,0.3
1910-04-28,0
1910-04-29,0.6
1910-04-30,2.6
1910-05-01,0
1910-05-02,0.5
1910-05-03,0.3
1910-05-04,0.1
1910-05-05,0
1910-05-06,3.8
1910-05-07,2
1910-05-08,0.9
1910-05-09,35.6
1910-05-10,0
1910-05-11,0
1910-05-12,0
1910-05-13,0
1910-05-14,0
1910-05-15,0
1910-05-16,0
1910-05-17,0
1910-05-18,0
1910-05-19,0
1910-05-20,0
1910-05-21,0
1910-05-22,0
1910-05-23,0
1910-05-24,0
1910-05-25,0
1910-05-26,10.3
1910-05-27,2.2
1910-05-28,6.1
1910-05-29,0
1910-05-30,5.9
1910-05-31,6.6
1910-06-01,2.5
1910-06-02,0
1910-06-03,1.5
1910-06-04,0
1910-06-05,0
1910-06-06,0
1910-06-07,0
1910-06-08,0
1910-06-09,0
1910-06-10,0
1910-06-11,0
1910-06-12,0
1910-06-13,0
1910-06-14,0
1910-06-15,0
1910-06-16,0
1910-06-17,4.1
1910-06-18,0.1
1910-06-19,1.3
1910-06-20,0
1910-06-21,0
1910-06-22,1.6
1910-06-23,3.7
1910-06-24,0
1910-06-25,0
1910-06-26,15.8
1910-06-27,5.2
1910-06-28,6.8
1910-06-29,14.1
1910-06-30,0.6
1910-07-01,24.8
1910-07-02,13.8
1910-07-03,24.8
1910-07-04,6.3
1910-07-05,5.7
1910-07-06,1
1910-07-07,2.3
1910-07-08,23.3
1910-07-09,0.8
1910-07-10,0.1
1910-07-11,0
1910-07-12,0
1910-07-13,0
1910-07-14,5.3
1910-07-15,1.7
1910-07-16,0
1910-07-17,0
1910-07-18,0.3
1910-07-19,1.9
1910-07-20,20.2
1910-07-21,0.9
1910-07-22,0
1910-07-23,0.3
1910-07-24,0.1
1910-07-25,5.4
1910-07-26,3.1
1910-07-27,0
1910-07-28,0.5
1910-07-29,0
1910-07-30,0
1910-07-31,0
1910-08-01,0
1910-08-02,3.9
1910-08-03,0.9
1910-08-04,0.5
1910-08-05,0.8
1910-08-06,7.3
1910-08-07,0.5
1910-08-08,0
1910-08-09,0
1910-08-10,0
1910-08-11,0.1
1910-08-12,0.3
1910-08-13,0.3
1910-08-14,0
1910-08-15,0
1910-08-16,19.6
1910-08-17,0.6
1910-08-18,1.1
1910-08-19,8.4
1910-08-20,0
1910-08-21,0
1910-08-22,0.1
1910-08-23,0
1910-08-24,0
1910-08-25,0
1910-08-26,0
1910-08-27,0
1910-08-28,0
1910-08-29,0
1910-08-30,0.1
1910-08-31,1
1910-09-01,0.1
1910-09-02,11.7
1910-09-03,0.8
1910-09-04,0
1910-09-05,0
1910-09-06,0
1910-09-07,0
1910-09-08,0
1910-09-09,0
1910-09-10,2
1910-09-11,1.1
1910-09-12,0.3
1910-09-13,0.1
1910-09-14,0.1
1910-09-15,0.1
1910-09-16,0
1910-09-17,0
1910-09-18,0
1910-09-19,3.9
1910-09-20,7.6
1910-09-21,0
1910-09-22,0
1910-09-23,1.2
1910-09-24,2
1910-09-25,0
1910-09-26,0
1910-09-27,0
1910-09-28,0.3
1910-09-29,6.4
1910-09-30,1.4
1910-10-01,0
1910-10-02,0
1910-10-03,4.9
1910-10-04,0
1910-10-05,0
1910-10-06,0
1910-10-07,0.3
1910-10-08,1.3
1910-10-09,0
1910-10-10,0
1910-10-11,1.7
1910-10-12,11.8
1910-10-13,6.3
1910-10-14,0
1910-10-15,0
1910-10-16,0
1910-10-17,0
1910-10-18,0
1910-10-19,3
1910-10-20,1.8
1910-10-21,0
1910-10-22,0
1910-10-23,0.2
1910-10-24,0
1910-10-25,0
1910-10-26,0
1910-10-27,0
1910-10-28,0.7
1910-10-29,2.4
1910-10-30,0.6
1910-10-31,0.3
1910-11-01,17.3
1910-11-02,12.2
1910-11-03,1.4
1910-11-04,2.5
1910-11-05,0
1910-11-06,0.2
1910-11-07,4.6
1910-11-08,3.2
1910-11-09,0.1
1910-11-10,0
1910-11-11,0
1910-11-12,0
1910-11-13,0
1910-11-14,7.2
1910-11-15,5.1
1910-11-16,6.9
1910-11-17,1.7
1910-11-18,0
1910-11-19,10.5
1910-11-20,2.6
1910-11-21,5.3
1910-11-22,2.5
1910-11-23,0.1
1910-11-24,0.9
1910-11-25,9.7
1910-11-26,0.6
1910-11-27,1
1910-11-28,1.5
1910-11-29,4
1910-11-30,0
1910-12-01,0
1910-12-02,0
1910-12-03,0
1910-12-04,0
1910-12-05,0.8
1910-12-06,0.9
1910-12-07,1.2
1910-12-08,0.2
1910-12-09,0.1
1910-12-10,3.7
1910-12-11,1.6
1910-12-12,3.2
1910-12-13,0.3
1910-12-14,0.1
1910-12-15,1.2
1910-12-16,1.4
1910-12-17,4.1
1910-12-18,3
1910-12-19,0.1
1910-12-20,0.1
1910-12-21,0.1
1910-12-22,6.2
1910-12-23,6.5
1910-12-24,0.1
1910-12-25,0.5
1910-12-26,0.1
1910-12-27,0.1
1910-12-28,1
1910-12-29,2.6
1910-12-30,0.6
1910-12-31,3.7
1911-01-01,12.5
1911-01-02,3.5
1911-01-03,0.4
1911-01-04,0
1911-01-05,3.1
1911-01-06,8.6
1911-01-07,0
1911-01-08,5.9
1911-01-09,0
1911-01-10,0.2
1911-01-11,0.1
1911-01-12,0.1
1911-01-13,0.2
1911-01-14,1.1
1911-01-15,0.7
1911-01-16,0.1
1911-01-17,0.2
1911-01-18,0
1911-01-19,0.2
1911-01-20,0.1
1911-01-21,0
1911-01-22,0
1911-01-23,0
1911-01-24,0.8
1911-01-25,0.1
1911-01-26,0
1911-01-27,0
1911-01-28,0
1911-01-29,0.1
1911-01-30,0
1911-01-31,0
1911-02-01,0.1
1911-02-02,4.4
1911-02-03,0.1
1911-02-04,0.1
1911-02-05,4.5
1911-02-06,0.3
1911-02-07,0
1911-02-08,0
1911-02-09,0.1
1911-02-10,0.2
1911-02-11,0.8
1911-02-12,0.5
1911-02-13,0
1911-02-14,1.5
1911-02-15,5.4
1911-02-16,2.6
1911-02-17,1.5
1911-02-18,0
1911-02-19,0
1911-02-20,0.5
1911-02-21,1.2
1911-02-22,7.7
1911-02-23,7.5
1911-02-24,4.5
1911-02-25,0
1911-02-26,1.9
1911-02-27,0.2
1911-02-28,12.7
1911-03-01,0.8
1911-03-02,0.1
1911-03-03,0.5
1911-03-04,0.2
1911-03-05,0.2
1911-03-06,0.2
1911-03-07,0
1911-03-08,0
1911-03-09,0
1911-03-10,1.5
1911-03-11,0.3
1911-03-12,0
1911-03-13,0.5
1911-03-14,2.3
1911-03-15,3.7
1911-03-16,0
1911-03-17,0.1
1911-03-18,0.1
1911-03-19,0
1911-03-20,0
1911-03-21,0
1911-03-22,0
1911-03-23,0
1911-03-24,0.1
1911-03-25,0
1911-03-26,0
1911-03-27,0
1911-03-28,0
1911-03-29,0
1911-03-30,0
1911-03-31,0
1911-04-01,0
1911-04-02,3.8
1911-04-03,0
1911-04-04,0.6
1911-04-05,0.1
1911-04-06,0
1911-04-07,0
1911-04-08,0
1911-04-09,0
1911-04-10,0
1911-04-11,0.1
1911-04-12,1.4
1911-04-13,0
1911-04-14,0.2
1911-04-15,1.7
1911-04-16,6.7
1911-04-17,0.2
1911-04-18,0.1
1911-04-19,0
1911-04-20,0.6
1911-04-21,0.2
1911-04-22,0.2
1911-04-23,1.9
1911-04-24,0.6
1911-04-25,0
1911-04-26,8
1911-04-27,11.9
1911-04-28,3.8
1911-04-29,0.1
1911-04-30,0.1
1911-05-01,1.2
1911-05-02,0.1
1911-05-03,0.5
1911-05-04,0
1911-05-05,2.1
1911-05-06,0.2
1911-05-07,0
1911-05-08,0
1911-05-09,0
1911-05-10,0
1911-05-11,0
1911-05-12,0
1911-05-13,0
1911-05-14,0
1911-05-15,0
1911-05-16,0
1911-05-17,0.2
1911-05-18,0.4
1911-05-19,0.5
1911-05-20,0
1911-05-21,0
1911-05-22,0
1911-05-23,0
1911-05-24,0
1911-05-25,0
1911-05-26,0
1911-05-27,0
1911-05-28,0
1911-05-29,0
1911-05-30,0
1911-05-31,0
1911-06-01,0
1911-06-02,0
1911-06-03,0
1911-06-04,0
1911-06-05,0
1911-06-06,0.4
1911-06-07,0
1911-06-08,0.2
1911-06-09,0
1911-06-10,4.6
1911-06-11,7.4
1911-06-12,0.1
1911-06-13,0.1
1911-06-14,0
1911-06-15,0
1911-06-16,0
1911-06-17,0
1911-06-18,0
1911-06-19,0.1
1911-06-20,0
1911-06-21,0
1911-06-22,0
1911-06-23,0
1911-06-24,0
1911-06-25,0.1
1911-06-26,15.1
1911-06-27,0
1911-06-28,0
1911-06-29,0.8
1911-06-30,4
1911-07-01,6.1
1911-07-02,2.4
1911-07-03,8.9
1911-07-04,0
1911-07-05,0
